"","Date","summary","Precip_Type","Temperature","Apparent_Temperature","Humidity","Wind_Speed_km_h","Wind_Bearing_degrees","Visibility_km","Cloud_Cover","Pressure_millibars","Daily_Summary","Days"
"34",2016-04-10 07:00:00,"Overcast","rain",8.86666666666667,6.43333333333333,0.89,15.778,281,9.982,0,1006.54,"Overcast throughout the day.",100
"35",2016-04-10 08:00:00,"Overcast","rain",9.97777777777778,7.63333333333334,0.83,17.3558,292,9.982,0,1007.14,"Overcast throughout the day.",100
"36",2016-04-10 09:00:00,"Overcast","rain",11.0333333333333,11.0333333333333,0.77,13.8943,294,9.982,0,1007.61,"Overcast throughout the day.",100
"37",2016-04-10 10:00:00,"Overcast","rain",11.1611111111111,11.1611111111111,0.77,15.9068,281,9.982,0,1007.84,"Overcast throughout the day.",100
"38",2016-04-10 11:00:00,"Overcast","rain",12.2,12.2,0.72,15.9712,300,9.982,0,1008.03,"Overcast throughout the day.",100
"39",2016-04-10 12:00:00,"Overcast","rain",12.3222222222222,12.3222222222222,0.71,16.6796,304,10.3523,0,1008.23,"Overcast throughout the day.",100
"40",2016-04-10 13:00:00,"Overcast","rain",12.7555555555556,12.7555555555556,0.72,21.6706,310,9.982,0,1007.85,"Overcast throughout the day.",100
"41",2016-04-10 14:00:00,"Overcast","rain",12.7555555555556,12.7555555555556,0.72,23.506,311,9.982,0,1007.85,"Overcast throughout the day.",100
"42",2016-04-10 15:00:00,"Overcast","rain",12.7777777777778,12.7777777777778,0.71,20.5114,304,10.3523,0,1008.38,"Overcast throughout the day.",100
"43",2016-04-10 16:00:00,"Overcast","rain",12.7555555555556,12.7555555555556,0.69,17.6617,310,9.982,0,1008.64,"Overcast throughout the day.",100
"44",2016-04-10 17:00:00,"Overcast","rain",12.2222222222222,12.2222222222222,0.72,15.9229,301,9.982,0,1009.05,"Overcast throughout the day.",100
"45",2016-04-10 18:00:00,"Overcast","rain",12.1111111111111,12.1111111111111,0.72,14.7154,295,10.3523,0,1009.41,"Overcast throughout the day.",100
"46",2016-04-10 19:00:00,"Overcast","rain",12.1277777777778,12.1277777777778,0.72,12.6868,310,10.2557,0,1009.84,"Overcast throughout the day.",100
"47",2016-04-10 20:00:00,"Overcast","rain",11.55,11.55,0.74,14.329,301,16.1,0,1010.04,"Overcast throughout the day.",100
"48",2016-04-10 21:00:00,"Overcast","rain",10.6166666666667,10.6166666666667,0.79,13.846,304,15.1823,0,1010.17,"Overcast throughout the day.",100
"49",2016-04-10 22:00:00,"Overcast","rain",10,7.67222222222222,0.82,17.2431,291,16.1,0,1010.25,"Mostly cloudy until evening.",100
"50",2016-04-10 23:00:00,"Overcast","rain",10.4888888888889,10.4888888888889,0.8,14.168,300,15.1823,0,1010.16,"Mostly cloudy until evening.",100
"51",2016-04-11 00:00:00,"Overcast","rain",10.3611111111111,10.3611111111111,0.78,13.6045,312,14.9569,0,1010.19,"Mostly cloudy until evening.",101
"52",2016-04-11 01:00:00,"Overcast","rain",9.90555555555556,7.93888888888889,0.8,14.007,309,15.8263,0,1010.26,"Mostly cloudy until evening.",101
"53",2016-04-11 02:00:00,"Overcast","rain",9.88333333333333,8.31111111111111,0.8,11.2056,300,15.8263,0,1010.46,"Mostly cloudy until evening.",101
"54",2016-04-11 03:00:00,"Overcast","rain",9.36111111111111,7.37222222222222,0.84,13.2664,301,14.9569,0,1010.6,"Mostly cloudy until evening.",101
"55",2016-04-11 04:00:00,"Overcast","rain",9.82222222222222,7.65,0.78,15.4721,310,9.982,0,1010.77,"Mostly cloudy until evening.",101
"56",2016-04-11 05:00:00,"Overcast","rain",9.82222222222222,7.83333333333333,0.78,13.9909,309,9.982,0,1011.36,"Mostly cloudy until evening.",101
"57",2016-04-11 06:00:00,"Overcast","rain",9.80555555555556,7.86666666666666,0.79,13.5884,302,9.982,0,1011.85,"Mostly cloudy until evening.",101
"58",2016-04-11 07:00:00,"Overcast","rain",9.93333333333333,7.77222222222222,0.77,15.6331,299,9.982,0,1011.97,"Mostly cloudy until evening.",101
"59",2016-04-11 08:00:00,"Overcast","rain",11.0166666666667,11.0166666666667,0.77,12.8478,299,9.982,0,1012.36,"Mostly cloudy until evening.",101
"60",2016-04-11 09:00:00,"Overcast","rain",12.1388888888889,12.1388888888889,0.74,12.1072,300,10.3523,0,1012.39,"Mostly cloudy until evening.",101
"61",2016-04-11 10:00:00,"Overcast","rain",13.7944444444444,13.7944444444444,0.72,9.7083,299,9.982,0,1012.46,"Mostly cloudy until evening.",101
"62",2016-04-11 11:00:00,"Overcast","rain",14.95,14.95,0.62,9.66,272,9.982,0,1012.24,"Mostly cloudy until evening.",101
"63",2016-04-11 12:00:00,"Overcast","rain",16.05,16.05,0.62,5.6028,285,10.3523,0,1012.19,"Mostly cloudy until evening.",101
"64",2016-04-11 13:00:00,"Overcast","rain",16.1777777777778,16.1777777777778,0.62,8.1466,284,9.982,0,1012,"Mostly cloudy until evening.",101
"65",2016-04-11 14:00:00,"Mostly Cloudy","rain",17.2666666666667,17.2666666666667,0.62,5.0715,352,9.982,0,1011.61,"Mostly cloudy until evening.",101
"66",2016-04-11 15:00:00,"Mostly Cloudy","rain",17.2611111111111,17.2611111111111,0.56,11.6725,293,10.3523,0,1011.39,"Mostly cloudy until evening.",101
"67",2016-04-11 16:00:00,"Mostly Cloudy","rain",17.2666666666667,17.2666666666667,0.54,7.9695,299,9.982,0,1011.51,"Mostly cloudy until evening.",101
"68",2016-04-11 17:00:00,"Partly Cloudy","rain",15.0666666666667,15.0666666666667,0.66,9.2736,290,16.1,0,1011.7,"Mostly cloudy until evening.",101
"69",2016-04-11 18:00:00,"Partly Cloudy","rain",12.5611111111111,12.5611111111111,0.72,4.2987,267,14.7315,0,1012.3,"Mostly cloudy until evening.",101
"70",2016-04-11 19:00:00,"Partly Cloudy","rain",11.1166666666667,11.1166666666667,0.8,2.9624,23,14.9086,0,1012.7,"Mostly cloudy until evening.",101
"71",2016-04-11 20:00:00,"Clear","rain",9.88333333333333,8.87777777777777,0.86,8.05,300,14.812,0,1012.83,"Mostly cloudy until evening.",101
"72",2016-04-11 21:00:00,"Clear","rain",8.95555555555556,8.95555555555556,0.92,2.7853,199,14.0875,0,1013.07,"Mostly cloudy until evening.",101
"73",2016-04-11 22:00:00,"Clear","rain",8.2,8.2,0.93,2.9624,162,9.8532,0,1012.93,"Foggy in the morning.",101
"74",2016-04-11 23:00:00,"Clear","rain",8.08333333333333,7.23888888888889,0.93,6.1502,199,9.8049,0,1013.31,"Foggy in the morning.",101
"75",2016-04-12 00:00:00,"Clear","rain",7.26111111111111,7.26111111111111,0.95,3.22,171,6.6493,0,1013.26,"Foggy in the morning.",102
"76",2016-04-12 01:00:00,"Clear","rain",5.51111111111111,5.51111111111111,1,0,0,5.9731,0,1013.51,"Foggy in the morning.",102
"77",2016-04-12 02:00:00,"Foggy","rain",4.88888888888889,4.88888888888889,0.96,0,0,0.2898,0,1013.5,"Foggy in the morning.",102
"78",2016-04-12 03:00:00,"Foggy","rain",4.42777777777778,4.42777777777778,0.99,2.6404,221,1.7388,0,1013.54,"Foggy in the morning.",102
"79",2016-04-12 04:00:00,"Foggy","rain",3.91111111111111,3.91111111111111,1,0,0,0.483,0,1013.68,"Foggy in the morning.",102
"80",2016-04-12 05:00:00,"Foggy","rain",7.62222222222222,7.62222222222222,1,4.83,140,2.9785,0,1013.49,"Foggy in the morning.",102
"81",2016-04-12 06:00:00,"Clear","rain",11.0444444444444,11.0444444444444,0.91,7.1001,169,6.9069,0,1012.99,"Foggy in the morning.",102
"82",2016-04-12 07:00:00,"Clear","rain",14.8888888888889,14.8888888888889,0.72,10.9641,188,8.05,0,1012.7,"Foggy in the morning.",102
"83",2016-04-12 08:00:00,"Clear","rain",17.7333333333333,17.7333333333333,0.56,21.735,200,9.982,0,1012.88,"Foggy in the morning.",102
"84",2016-04-12 09:00:00,"Partly Cloudy","rain",18.8888888888889,18.8888888888889,0.51,15.0052,178,10.3523,0,1013.01,"Foggy in the morning.",102
"85",2016-04-12 10:00:00,"Partly Cloudy","rain",20.0444444444444,20.0444444444444,0.45,14.1036,210,9.982,0,1012.17,"Foggy in the morning.",102
"86",2016-04-12 11:00:00,"Partly Cloudy","rain",22.1277777777778,22.1277777777778,0.38,19.9479,210,16.1,0,1011.47,"Foggy in the morning.",102
"87",2016-04-12 12:00:00,"Partly Cloudy","rain",22.6,22.6,0.33,22.0248,237,15.5526,0,1010.87,"Foggy in the morning.",102
"88",2016-04-12 13:00:00,"Partly Cloudy","rain",22.8,22.8,0.34,23.1679,241,16.1,0,1010.09,"Foggy in the morning.",102
"89",2016-04-12 14:00:00,"Partly Cloudy","rain",22.8222222222222,22.8222222222222,0.34,21.8316,250,16.1,0,1009.88,"Foggy in the morning.",102
"90",2016-04-12 15:00:00,"Partly Cloudy","rain",22.8777777777778,22.8777777777778,0.31,23.4416,255,15.5526,0,1009.52,"Foggy in the morning.",102
"91",2016-04-12 16:00:00,"Partly Cloudy","rain",21.2222222222222,21.2222222222222,0.41,12.6707,271,16.1,0,1009.5,"Foggy in the morning.",102
"92",2016-04-12 17:00:00,"Partly Cloudy","rain",18.9277777777778,18.9277777777778,0.47,9.5795,330,16.1,0,1009.58,"Foggy in the morning.",102
"93",2016-04-12 18:00:00,"Partly Cloudy","rain",16.5,16.5,0.54,1.1753,23,15.5526,0,1009.87,"Foggy in the morning.",102
"94",2016-04-12 19:00:00,"Partly Cloudy","rain",13.9277777777778,13.9277777777778,0.71,0.1288,340,16.1,0,1010.22,"Foggy in the morning.",102
"95",2016-04-12 20:00:00,"Partly Cloudy","rain",13.2388888888889,13.2388888888889,0.69,0,0,16.1,0,1010.62,"Foggy in the morning.",102
"96",2016-04-12 21:00:00,"Partly Cloudy","rain",11.4833333333333,11.4833333333333,0.78,9.6439,185,15.5204,0,1010.5,"Foggy in the morning.",102
"97",2016-04-12 22:00:00,"Partly Cloudy","rain",10.0888888888889,10.0888888888889,0.77,3.381,293,15.8263,0,1010.65,"Partly cloudy throughout the day.",102
"98",2016-04-12 23:00:00,"Partly Cloudy","rain",9.92777777777778,9.92777777777778,0.81,3.542,283,15.6492,0,1010.85,"Partly cloudy throughout the day.",102
"99",2016-04-13 00:00:00,"Mostly Cloudy","rain",8.87777777777777,8.02777777777778,0.85,6.6171,304,15.0535,0,1010.88,"Partly cloudy throughout the day.",103
"100",2016-04-13 01:00:00,"Partly Cloudy","rain",9.28888888888889,9.28888888888889,0.84,3.0751,260,15.5043,0,1010.64,"Partly cloudy throughout the day.",103
"101",2016-04-13 02:00:00,"Partly Cloudy","rain",8.22222222222222,7.41111111111111,0.93,6.1019,211,15.5043,0,1010.92,"Partly cloudy throughout the day.",103
"102",2016-04-13 03:00:00,"Partly Cloudy","rain",7.92222222222222,7.92222222222222,0.95,4.2343,239,14.2646,0,1010.94,"Partly cloudy throughout the day.",103
"103",2016-04-13 04:00:00,"Foggy","rain",7.18333333333333,7.18333333333333,1,0.1449,260,3.059,0,1011.18,"Partly cloudy throughout the day.",103
"104",2016-04-13 05:00:00,"Mostly Cloudy","rain",7.80555555555555,6.23888888888889,0.96,8.9355,181,4.025,0,1011,"Partly cloudy throughout the day.",103
"105",2016-04-13 06:00:00,"Partly Cloudy","rain",12.5777777777778,12.5777777777778,0.77,10.2235,237,8.6296,0,1011.13,"Partly cloudy throughout the day.",103
"106",2016-04-13 07:00:00,"Partly Cloudy","rain",16.0611111111111,16.0611111111111,0.67,4.669,205,11.8979,0,1010.6,"Partly cloudy throughout the day.",103
"107",2016-04-13 08:00:00,"Partly Cloudy","rain",18.7722222222222,18.7722222222222,0.56,14.0231,231,15.8263,0,1010.3,"Partly cloudy throughout the day.",103
"108",2016-04-13 09:00:00,"Partly Cloudy","rain",20.7833333333333,20.7833333333333,0.46,18.1286,236,15.5204,0,1010.11,"Partly cloudy throughout the day.",103
"109",2016-04-13 10:00:00,"Mostly Cloudy","rain",22.1055555555556,22.1055555555556,0.39,23.0713,251,16.1,0,1009.5,"Partly cloudy throughout the day.",103
"110",2016-04-13 11:00:00,"Mostly Cloudy","rain",22.15,22.15,0.43,24.6813,250,16.1,0,1008.83,"Partly cloudy throughout the day.",103
"111",2016-04-13 12:00:00,"Mostly Cloudy","rain",22.7222222222222,22.7222222222222,0.38,24.0212,254,15.5526,0,1008.57,"Partly cloudy throughout the day.",103
"112",2016-04-13 13:00:00,"Mostly Cloudy","rain",23.7944444444444,23.7944444444444,0.41,19.9801,221,16.1,0,1007.6,"Partly cloudy throughout the day.",103
"113",2016-04-13 14:00:00,"Mostly Cloudy","rain",23.8388888888889,23.8388888888889,0.36,21.8477,211,16.1,0,1006.7,"Partly cloudy throughout the day.",103
"114",2016-04-13 15:00:00,"Mostly Cloudy","rain",22.7333333333333,22.7333333333333,0.38,19.1429,223,15.5526,0,1006.44,"Partly cloudy throughout the day.",103
"115",2016-04-13 16:00:00,"Overcast","rain",21.2277777777778,21.2277777777778,0.45,4.8944,212,16.1,0,1005.68,"Partly cloudy throughout the day.",103
"116",2016-04-13 17:00:00,"Overcast","rain",20,20,0.53,3.4293,141,16.1,0,1005.37,"Partly cloudy throughout the day.",103
"117",2016-04-13 18:00:00,"Mostly Cloudy","rain",17.9,17.9,0.6,8.0339,127,15.5526,0,1005.02,"Partly cloudy throughout the day.",103
"118",2016-04-13 19:00:00,"Mostly Cloudy","rain",17.0833333333333,17.0833333333333,0.67,4.7495,141,16.1,0,1004.8,"Partly cloudy throughout the day.",103
"119",2016-04-13 20:00:00,"Mostly Cloudy","rain",15.9722222222222,15.9722222222222,0.7,6.5205,150,16.1,0,1004.7,"Partly cloudy throughout the day.",103
"120",2016-04-13 21:00:00,"Mostly Cloudy","rain",15.5555555555556,15.5555555555556,0.71,5.7477,176,15.5526,0,1004.35,"Partly cloudy throughout the day.",103
"121",2016-04-13 22:00:00,"Mostly Cloudy","rain",14.2611111111111,14.2611111111111,0.77,6.2951,200,16.1,0,1004.01,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",103
"122",2016-04-13 23:00:00,"Mostly Cloudy","rain",13.6777777777778,13.6777777777778,0.77,3.0268,157,16.1,0,1003.53,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",103
"123",2016-04-14 00:00:00,"Mostly Cloudy","rain",12.8,12.8,0.82,1.9803,246,14.3934,0,1003.15,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"124",2016-04-14 01:00:00,"Partly Cloudy","rain",10.7722222222222,10.7722222222222,0.85,6.6493,279,15.134,0,1003.22,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"125",2016-04-14 02:00:00,"Partly Cloudy","rain",12.1833333333333,12.1833333333333,0.83,6.601,255,15.1823,0,1003.22,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"126",2016-04-14 03:00:00,"Partly Cloudy","rain",13.3055555555556,13.3055555555556,0.72,10.5455,274,15.1823,0,1003.5,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"127",2016-04-14 04:00:00,"Partly Cloudy","rain",12.15,12.15,0.74,15.8424,290,16.1,0,1003.55,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"128",2016-04-14 05:00:00,"Partly Cloudy","rain",12.6166666666667,12.6166666666667,0.73,17.1304,280,16.1,0,1004.53,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"129",2016-04-14 06:00:00,"Partly Cloudy","rain",13.7444444444444,13.7444444444444,0.77,20.0928,292,15.3111,0,1004.99,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"130",2016-04-14 07:00:00,"Partly Cloudy","rain",16.0444444444444,16.0444444444444,0.67,24.9067,299,15.8263,0,1004.93,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"131",2016-04-14 08:00:00,"Partly Cloudy","rain",17.1055555555556,17.1055555555556,0.67,20.7368,290,15.8263,0,1004.84,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"132",2016-04-14 09:00:00,"Mostly Cloudy","rain",17.7388888888889,17.7388888888889,0.59,23.345,302,10.3523,0,1004.65,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"133",2016-04-14 10:00:00,"Partly Cloudy","rain",19.2833333333333,19.2833333333333,0.54,25.3253,290,15.8263,0,1004.36,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"134",2016-04-14 11:00:00,"Mostly Cloudy","rain",18.9111111111111,18.9111111111111,0.52,27.048,299,9.982,0,1004.33,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"135",2016-04-14 12:00:00,"Mostly Cloudy","rain",19.8277777777778,19.8277777777778,0.48,25.0516,294,10.3523,0,1004.41,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"136",2016-04-14 13:00:00,"Partly Cloudy","rain",19.8111111111111,19.8111111111111,0.45,28.497,319,9.982,0,1003.99,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"137",2016-04-14 14:00:00,"Breezy and Partly Cloudy","rain",18.7222222222222,18.7222222222222,0.48,31.4272,301,9.982,0,1003.99,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"138",2016-04-14 15:00:00,"Breezy and Mostly Cloudy","rain",17.3,17.3,0.52,30.0909,322,10.3523,0,1004.68,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"139",2016-04-14 16:00:00,"Mostly Cloudy","rain",15.9333333333333,15.9333333333333,0.59,28.5131,291,15.8263,0,1004.9,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"140",2016-04-14 17:00:00,"Mostly Cloudy","rain",14.9111111111111,14.9111111111111,0.63,27.9496,300,16.1,0,1005.86,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"141",2016-04-14 18:00:00,"Mostly Cloudy","rain",14.0611111111111,14.0611111111111,0.63,21.9443,295,15.5526,0,1007.15,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"142",2016-04-14 19:00:00,"Mostly Cloudy","rain",13.8444444444444,13.8444444444444,0.64,17.8871,283,16.1,0,1007.67,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"143",2016-04-14 20:00:00,"Breezy and Mostly Cloudy","rain",13.7944444444444,13.7944444444444,0.64,31.1535,291,16.1,0,1008.08,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"144",2016-04-14 21:00:00,"Mostly Cloudy","rain",13.7222222222222,13.7222222222222,0.63,23.4738,293,15.1823,0,1008.68,"Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.",104
"145",2016-04-14 22:00:00,"Mostly Cloudy","rain",13.2166666666667,13.2166666666667,0.62,28.2555,300,16.1,0,1009.6,"Partly cloudy until night.",104
"146",2016-04-14 23:00:00,"Mostly Cloudy","rain",12.6388888888889,12.6388888888889,0.64,28.1106,291,16.1,0,1010.3,"Partly cloudy until night.",104
"147",2016-04-15 00:00:00,"Partly Cloudy","rain",11.8555555555556,11.8555555555556,0.65,25.7439,301,15.1823,0,1010.71,"Partly cloudy until night.",105
"148",2016-04-15 01:00:00,"Partly Cloudy","rain",10.95,10.95,0.67,24.8584,300,16.1,0,1010.88,"Partly cloudy until night.",105
"149",2016-04-15 02:00:00,"Clear","rain",9.86111111111111,7.51111111111111,0.72,17.1304,290,16.1,0,1011.67,"Partly cloudy until night.",105
"150",2016-04-15 03:00:00,"Clear","rain",8.8,6.55555555555555,0.77,14.1841,291,15.1823,0,1012.27,"Partly cloudy until night.",105
"151",2016-04-15 04:00:00,"Partly Cloudy","rain",7.13333333333334,4.47222222222222,0.86,14.4578,271,15.8263,0,1012.67,"Partly cloudy until night.",105
"152",2016-04-15 05:00:00,"Partly Cloudy","rain",8.68888888888889,6.33888888888889,0.83,14.7959,271,15.8263,0,1013.92,"Partly cloudy until night.",105
"153",2016-04-15 06:00:00,"Partly Cloudy","rain",11.0055555555556,11.0055555555556,0.72,16.3898,283,14.9569,0,1014.21,"Partly cloudy until night.",105
"154",2016-04-15 07:00:00,"Partly Cloudy","rain",12.8,12.8,0.69,20.1733,281,16.0517,0,1014.42,"Partly cloudy until night.",105
"155",2016-04-15 08:00:00,"Partly Cloudy","rain",14.95,14.95,0.55,20.0606,290,16.1,0,1014.61,"Partly cloudy until night.",105
"156",2016-04-15 09:00:00,"Partly Cloudy","rain",16.9666666666667,16.9666666666667,0.42,19.2717,292,15.5526,0,1014.8,"Partly cloudy until night.",105
"157",2016-04-15 10:00:00,"Partly Cloudy","rain",17.2888888888889,17.2888888888889,0.41,17.2431,272,16.1,0,1014.97,"Partly cloudy until night.",105
"158",2016-04-15 11:00:00,"Partly Cloudy","rain",17.8444444444444,17.8444444444444,0.37,21.8477,260,16.1,0,1014.37,"Partly cloudy until night.",105
"159",2016-04-15 12:00:00,"Mostly Cloudy","rain",18.8111111111111,18.8111111111111,0.37,14.8603,243,15.5204,0,1013.55,"Partly cloudy until night.",105
"160",2016-04-15 13:00:00,"Mostly Cloudy","rain",20.0166666666667,20.0166666666667,0.39,14.6832,240,16.1,0,1012.86,"Partly cloudy until night.",105
"161",2016-04-15 14:00:00,"Partly Cloudy","rain",20.0222222222222,20.0222222222222,0.37,17.1787,211,16.1,0,1012.36,"Partly cloudy until night.",105
"162",2016-04-15 15:00:00,"Mostly Cloudy","rain",19.8666666666667,19.8666666666667,0.37,16.8728,215,15.5526,0,1012.18,"Partly cloudy until night.",105
"163",2016-04-15 16:00:00,"Mostly Cloudy","rain",18.9555555555556,18.9555555555556,0.43,17.1143,191,16.1,0,1011.84,"Partly cloudy until night.",105
"164",2016-04-15 17:00:00,"Partly Cloudy","rain",17.2888888888889,17.2888888888889,0.51,15.5365,190,16.1,0,1011.74,"Partly cloudy until night.",105
"165",2016-04-15 18:00:00,"Partly Cloudy","rain",14.35,14.35,0.61,14.0392,153,15.5526,0,1012.27,"Partly cloudy until night.",105
"166",2016-04-15 19:00:00,"Partly Cloudy","rain",13.9166666666667,13.9166666666667,0.64,14.0231,160,16.1,0,1012.15,"Partly cloudy until night.",105
