Rank,Grade,Channel,Uploads,Subscribers,Views
2397,B+,loonatheworld,550,414293,116142323
2398,B+,4N1K İlk Aşk,224,410311,95390623
2399,B+,الجانب المُشرق |…,845,1909809,175327178
2400,B+,ChandSitaaray Sajid,1111,386420,85820244
2401,B+,CRIME STORY,71,246848,71889088
2402,B+,Капуки Кануки,1041,1892917,3004056378
2403,B+,거의없다,96,164338,22570789
2404,B+,KidsBabybus HD,1081,NA,767152131
2405,B+,ItsHARSH007 Gaming,1,23499,75
2406,B+,SYMPA,992,1952314,318055764
2407,B+,Karim Juega,404,202577,139732233
2408,B+,Battle Nerf War,112,NA,37933467
2409,B+,FilmsActu,6868,2459628,1683209309
2410,B+,Amazon India,738,768227,606639918
2411,B+,COMEDY SONOTEK,780,1450109,455855878
2412,B+,Deli Mi Ne?,125,1277957,118880839
2413,B+,NTH Kids Toys,30,NA,171378237
2414,B+,Kids World Tv ✩,160,802459,262534769
2415,B+,Desi Dance Mix Videos,84,NA,148396490
2416,B+,Facts TV,783,1310250,266078299
2417,B+,Astro Arena,5826,175195,87255335
2418,B+,ماسبيرو دراما,6287,753385,582014487
2419,B+,Max Eddykin,150,76565,51486662
2420,B+,Backhoe Toy 빽호토이,172,409579,147011784
2421,B+,CumbiaTube,1128,1327599,998873012
2422,B+,CinemaSins,660,8131674,2487308976
2423,B+,Kapamilya Trending,781,535593,234506521
2424,B+,Heroine Movies 2018,20,1478953,43406804
2425,B+,KhangProFilm,284,1957170,743709946
2426,B+,NFL Throwback,104,27884,18844031
2427,B+,GameSpot,32535,3525843,2000234504
2428,B+,kurtlar vadisi pusu وادي…,388,422663,154687952
2429,B+,Ruposhi Bangla Tv,1796,972984,241922757
2430,B+,Mundo Magico,243,NA,257064137
2431,B+,꼬꼬스토이 CoCosToy,777,394769,248518525
2432,B+,Wayfer Records,126,883961,435480456
2433,B+,Blanco y Negro Music,3325,1642846,1482897424
2434,B+,Rüya'nın Çiftliği,432,649535,355053626
2435,B+,News 24,38396,1559966,369062728
2436,B+,寶寶巴士 - 兒歌童謠 -…,1711,648487,411042613
2437,B+,Mettu Ka Pyaar,257,314095,240689379
2438,B+,HollowPoiint,2782,2204795,488558005
2439,B+,Eğlence Zamanı,780,969749,403838551
2440,B+,super FUN kids,119,750705,218970574
2441,B+,Enaldinho,361,7133138,762656006
2442,B+,Quahog Land,355,NA,364470227
2443,B+,Jackson O'Doherty,64,1013505,232519091
2444,B+,TsMadaan,1401,5788897,570168157
2445,B+,Lucas M&M XJ6,473,938803,67083324
2446,B+,Ram Audio,2466,1109482,421976538
2447,B+,AbbaVEVO,36,1021043,1352702226
2448,B+,El Payaso Plim Plim,299,795765,470836949
2449,B+,Oddbods Brasil,118,1055997,421887922
2450,B+,lalola,2041,431965,453406331
2451,B+,LOLiTO FDEZ,778,4018682,387874319
2452,B+,Tony TV,273,549863,142916622
2453,B+,Claudi Top,236,591556,215841207
2454,B+,Antonio Palmucci,82,1360453,864559462
2455,B+,Xiaomi España,99,12049,48068091
2456,B+,Cartoons Mee,951,602114,276028031
2457,B+,미니특공대TV,220,408729,231709982
2458,B+,J.i.M_M.i,248,296579,155597243
2459,B+,COMO TREINAR,1992,1127043,588627903
2460,B+,Хит ТВ,196,449469,222758042
2461,B+,Bedaya TV l قناة بداية…,46566,1394051,2304243251
2462,B+,Little Princess Shinta,273,855876,407824674
2463,B+,iPantellas,301,3800241,1177221724
2464,B+,Colleen Ballinger,909,7073141,1222002200
2465,B+,AD-WISE MEDIA ACTION MOVIEPLEX,173,1624785,465374354
2466,B+,Suresh Productions,3397,1073744,629743269
2467,B+,lunacreciente,1478,3896149,1951728849
2468,B+,КАЛЯКА-МАЛЯКА,405,1303173,882081282
2469,B+,Drawblogs,202,6994479,677220640
2470,B+,Crazy Colors Balls,70,NA,220328473
2471,B+,Polycrol Piramal,26,6427,44608358
2472,B+,Dora poznaje swiat po polsku gry,20,241131,59519171
2473,B+,台灣蘋果日報,51490,460369,884015918
2474,B+,AfacanTV,214,2228374,1287724532
2475,B+,Sanam,101,4585822,845367333
2476,B+,Три Кота,252,978506,741476286
2477,B+,Shoot for Love 슛포러브,332,722618,235586165
2478,B+,東海オンエアの控え室,986,1742520,797654393
2479,B+,Quality Production,78,140871,42986202
2480,B+,PROMOCIONES RAMIREZ,544,257306,132491128
2481,B+,Meleklerin Aşkı,177,280934,79204643
2482,B+,Dil Raju,1351,1775888,990587910
2483,B+,Fatos Alucinantes,9,139528,49602203
2484,B+,Oishi Vietnam,32,11760,48988405
2485,B+,Prestige Clips,538,4211124,782006061
2486,B+,Hot Wheels,1647,1159193,860083329
2487,B+,Ynot,56,18327,24730481
2488,B+,WildFilmsIndia,81888,1122335,709923922
2489,B+,Bhad Bhabie,75,5473320,640792274
2490,B+,Thinknoodles,3558,3710498,1322881853
2491,B+,Iliass TiiwTiiw,35,2584990,704235170
2492,B+,ToyBox Tube,106,45371,24162152
2493,B+,Niska Officiel,74,3227522,865829061
2494,B+,Google Thailand,287,410252,398994174
2495,B+,Eskay Movies,651,1364627,579821560
2496,B+,MBOofficial,718,1524368,590058505
2497,B+,Корпорация Зла,425,1636637,512807325
2498,B+,Genius,1276,3297749,626616696
2499,B+,Google India,273,1674277,1116012715
2500,B+,Toy Factory,277,682644,389312359
2501,B+,Said BabyShow,20,850729,112698488
2502,B+,AlvaroSolerVEVO,36,1774651,1050234847
2503,B+,Football Santander,163,3411,17772160
2504,B+,GloriaTreviVEVO,70,1166376,1130796654
2505,B+,St3pNy,3909,3438920,1560896807
2506,B+,Namiratek Fun,319,688334,279144668
2507,B+,bindass,3397,2671489,859489926
2508,B+,TurboToyTime,194,687897,452314225
2509,B+,さんこいち,327,962043,248510094
2510,B+,Times Music,970,1956135,719224437
2511,B+,JO Channel,227,338699,263050055
2512,B+,first click,1285,1234198,477632188
2513,B+,Nepeta Страшилки,109,1435212,283321055
2514,B+,Tribo da Periferia,57,3242097,651594176
2515,B+,Twin Toys,339,3044354,1155989364
2516,B+,NightcoreReality,304,3517889,2188209373
2517,B+,Keurig Inc,174,16734,100964164
2518,B+,LukeCombsVEVO,27,355193,385184221
2519,B+,Haider Higer,922,718376,163706056
2520,B+,PlayStation,9501,7421086,1900082551
2521,B+,Carl & Jinger Family,589,2281725,700980271
2522,B+,Car Music,201,1165378,331515263
2523,B+,AttitudePOP,554,699230,340593577
2524,B+,Legendary Power Rangers,3331,1111881,967535091
2525,B+,HoomanTV,57,4645932,752223014
2526,B+,Nisha Madhulika,1319,5284376,1055113962
2527,B+,Toys Unlimited JR.,239,593945,283617047
2528,B+,たくっち,1273,896086,1410771888
2529,B+,Young Thug,143,3020821,1422574029
2530,B+,Film4K - Phim Kiếm Hiệp,1483,417454,239755419
2531,B+,Wrzzer,378,2836403,892255099
2532,B+,Siêu Nhân Người Nhện,252,1244631,520023902
2533,B+,MariAndToys,565,1359290,564665738
2534,B+,EvanescenceVEVO,50,3390184,1741103915
2535,B+,Natalia Oreiro,2679,463537,627218840
2536,B+,DubstepGutter,1026,3570557,972623928
2537,B+,ماشا و الدب,103,1167780,319263413
2538,B+,TomoNews Indonesia,6014,1147706,944088350
2539,B+,KhámPhá TV,242,377934,204396622
2540,B+,Афоня TV,68,3030945,271839806
2541,B+,Mr.Wheeler&Friends,398,819989,706696370
2542,B+,Natalies Outlet,267,6995220,1008463227
2543,B+,RaeSremmurdVEVO,50,5708564,2982265745
2544,B+,La Bala,150,3849909,373728676
2545,B+,3 Adım Müzik,1144,654270,544099971
2546,B+,KIDS Z FUN,518,NA,658032030
2547,B+,Minguado,921,4512030,1022249703
2548,B+,PanArmenian TV,6329,401418,767554206
2549,B+,Funny Tube,34,128119,72790063
2550,B+,Finger Family Songs,255,3425589,2524775184
2551,B+,JoeyMontanaVEVO,20,2392322,1642039692
2552,B+,INDO MUSIC PLATINUM,140,925932,226466497
2553,B+,CBS All Access,171,47669,62744993
2554,B+,BombaEstereoVEVO,49,533766,478250355
2555,B+,Marunadan TV,5606,377764,153561923
2556,B+,TheGamingBeaver,2174,2089792,1314546087
2557,B+,ABCkidTV Misa,34,665314,149796926
2558,B+,Bihari Films Bhojpuri,2150,NA,128464373
2559,B+,Sangeeta Music,2156,1368129,451805606
2560,B+,EPIX,926,NA,93439658
2561,B+,Ludmilla,66,3959434,928094173
2562,B+,Hane & Mari's World Japan Kids TV,803,627249,370454124
2563,B+,SilbermondVEVO,31,29274,49682466
2564,B+,Comment Awards,263,747854,213721463
2565,B+,Digital Gyan,47,NA,96297856
2566,B+,Vision Time Tamil,6181,846898,482057974
2567,B+,浙江卫视音乐频道 ZJSTV…,2689,777047,1033615783
2568,B+,I Can See Your Voice PH,867,498428,296096485
2569,B+,Ei Nerd,1291,4990306,668339486
2570,B+,歌手官方音乐频道 SINGER,3022,762502,885572764
2571,B+,OPUS MAGNUM,766,NA,49355044
2572,B+,Gloom,506,1813224,284592198
2573,B+,Calphalon,2,1280,19339793
2574,B+,KINGOFDARKNESSCERBERUS АИД,404,1057668,251540695
2575,B+,HGuitaraStudio - حيدر…,334,1417964,654684682
2576,B+,Cambodia Wildlife,79,290582,68824165
2577,B+,ActorVarunPruthi,138,2587816,332479259
2578,B+,Kollywood Tamil News,1861,NA,207636228
2579,B+,MoDa ViraL,395,NA,193657699
2580,B+,SoyFredy,220,3213414,446468936
2581,B+,Disney Junior Brasil,1063,1532886,675832044
2582,B+,TroyeSivanVEVO,64,2781631,603986750
2583,B+,Rajasthani Gorband Music,3788,1274324,504938340
2584,B+,Deckdisc,6213,2292956,1710512922
2585,B+,EllieGouldingVEVO,97,8145497,4355601745
2586,B+,蘋果動新聞 HK Apple Daily,87296,1192744,1954751427
2587,B+,Mountain Apple Company Inc,245,595088,762590058
2588,B+,2MTV,8926,2653093,1282331963
2589,B+,Mazzika - مزيكا,2562,3220720,1522609687
2590,B+,공대생 변승주,887,1700929,534792697
2591,B+,Goldmines Premiere,21,3334658,41879154
2592,B+,JennaMarbles,416,18525371,2824854098
2593,B+,Aventura,90,2000468,1888207077
2594,B+,Toy Caboodle,601,601106,210416096
2595,B+,Onyx Kids,67,511668,182784900
2596,B+,지니키즈 Genikids (인기…,1016,467977,417977130
2597,B+,えむれなチャンネル,239,1120124,316905147
2598,B+,St.319 Entertainment,148,897418,299643846
2599,B+,tobitoTv,61,NA,31855032
2600,B+,The Graham Norton Show,664,2027247,1078482372
2601,B+,LHUGUENY,187,1979324,971489630
2602,B+,Lagu Anak Indonesia Balita,163,936623,447926342
2603,B+,LDShadowLady,1053,4202667,1699832633
2604,B+,Claro Brasil,472,1223008,694411843
2605,B+,Pixel Kinaragendis,409,391691,162681870
2606,B+,AvrilLavigneVEVO,83,7262763,3448693882
2607,B+,TheBrianMaps,333,7824681,1824583967
2608,B+,Top 5s Finest,1033,2981658,885722386
2609,B+,Action Movies Digiplex,66,1223880,295322282
2610,B+,ToonToon Juegos,219,1793617,555488756
2611,B+,MD Saddaf,634,684866,355460418
2612,B+,Rajshri Kids,628,1241321,478571271
2613,B+,BibisBeautyPalace,664,5333644,2074988692
2614,B+,Primitive Survival Skills,41,755907,86410426
2615,B+,jaipurthepinkcity,1915,2235636,311951036
2616,B+,BemLoko,124,571256,218917495
2617,B+,Rhymes for Super Kids,677,1766117,353731946
2618,B+,AmyWinehouseVEVO,28,1484286,1122176667
2619,B+,JSL Global Media,6597,2532602,1253577226
2620,B+,BogMonsterZ,257,NA,165924291
2621,B+,MaitreGimsVEVO,85,4134570,2533614944
2622,B+,ТВ Деткам,801,1378470,1861790005
2623,B+,瑪莎與熊 Masha and The Bear CH,175,771661,289541828
2624,B+,Didi & Friends - Lagu Kanak Kanak,311,1247825,1060552992
2625,B+,Dr. Sarita Basu,59,223588,21616196
2626,B+,News7 Tamil,86158,1440648,530150556
2627,B+,Sunday Production Official,589,675261,241022759
2628,B+,Simply Nailogical,376,6082405,1027706062
2629,B+,Bajki dla dzieci,26,815968,242251466
2630,B+,XXXTentacion - Topic,39,113578,255295357
2631,B+,Philip DeFranco,2348,6293640,2441804884
2632,B+,YouTúp Bí ẩn,183,NA,147571155
2633,B+,The Voice Global,196,2709282,625181556
2634,B+,Show Fever综艺风向标,7886,394288,354075716
2635,B+,Brat,227,2304873,407608508
2636,B+,Nykk Deetronic,145,983707,891000939
2637,B+,GrupoTelemicroHD,5424,745770,290857749
2638,B+,Daniel Lopez,611,153257,162896539
2639,B+,Zen - Kun,368,1095018,406762051
2640,B+,DalasReview,764,8128044,1631818535
2641,B+,Mileninha Stepanienco,629,2847043,352301567
2642,B+,ChinoNachoVEVO,30,3419984,2761335456
2643,B+,video whatsapptube,240,1282009,445889862
2644,B+,fikrifadlu,82,303668,51807253
2645,B+,Hajime,25,585054,272898969
2646,B+,Radhe Creation,58,1881497,287171421
2647,B+,TODAY,9833,908518,748167197
2648,B+,TmarTn2,9112,3462611,1240578191
2649,B+,Resolve Carpet Cleaner,16,3395,32807135
2650,B+,Kluna Tik,178,4096388,1675742843
2651,B+,Sa1mon,60,224490,17466817
2652,B+,4NonBlondesVEVO,4,597625,559884173
2653,B+,제이제이 튜브 [JJ Tube],401,631831,444058873
2654,B+,Lise LS_01,111,119272,172266742
2655,B+,Klamille Warrior,8,91732,69207181
2656,B+,Frost Diamond,430,1706244,309258705
2657,B+,MasDivertidoTV,589,613540,289511654
2658,B+,Nanpa Basico Oficial,63,1043566,405639578
2659,B+,Jon Vlogs,517,3697293,350134603
2660,B+,LeoDanVEVO,18,90847,187402142
2661,B+,Laura Rômulo,429,69621,16000996
2662,B+,Show TV,7881,1843131,1584951345
2663,B+,MsMojo,1816,1818275,664835401
2664,B+,WOW KIDS TV,16,NA,60135305
2665,B+,Hope For Paws - Official Rescue…,361,3147897,717338004
2666,B+,Даник Кек,559,783524,260315353
2667,B+,BlackStarTV,202,3938269,950694569
2668,B+,Imagen Noticias,57270,1445044,1107593939
2669,B+,Teremok Baby,930,1283286,1210915528
2670,B+,TIME MACHINE,300,1302843,504483414
2671,B+,Game công chúa,389,81689,29604235
2672,B+,Warner Music Japan,1939,1808895,1622755846
2673,B+,Freememeskids,28,465581,85280678
2674,B+,JackJackPlays,490,1059810,672921624
2675,B+,Kontor.TV,1887,4853178,4578123044
2676,B+,ดีต่อใจ…,99,63848,19255045
2677,B+,Dibujitos para niños,208,785365,207954560
2678,B+,MR.B,356,2742241,523546651
2679,B+,Comedyplus With Neetuarya,35,328377,41319558
2680,B+,KN Cheno,59,236014,80345667
2681,B+,Pabllo Vittar,52,4794644,792082916
2682,B+,DozeCamp,720,621459,279773481
2683,B+,brunokguimaraes,6,140009,66004790
2684,B+,Lizzy Sharer,84,1330737,175765889
2685,B+,VinesFromDR,36,487779,76252348
2686,B+,madonna,278,2205333,911602658
2687,B+,Celebrity Tv,2874,NA,18594566
2688,B+,Vosso Canal,926,3112638,425680321
2689,B+,Weyyak. com,2266,572506,270741926
2690,B+,IMediaMovies - أى ميديا…,1544,397141,251853154
2691,B+,Узнавайка,915,966795,1045012657
2692,B+,melo92i,111,538859,402796474
2693,B+,Barvina,273,2420738,374238915
2694,B+,LanaDelReyVEVO,39,6065074,2371140610
2695,B+,OTV,37314,818809,295161533
2696,B+,The Inner Studio,679,2408491,673204380
2697,B+,قناة شعبيات / Sha3beyat…,4751,2019713,756026884
2698,B+,Annoying Orange Gaming,1791,1848078,1232414730
2699,B+,Loli Moreno Gomez,1906,26148,22949684
2700,B+,Pagla BaBa,27,519478,124226304
2701,B+,Lucas Rangel,395,6795466,824934195
2702,B+,News 1st,4064,NA,164077851
2703,B+,Imagen Entretenimiento,30272,1351336,669808152
2704,B+,Fran para meninas,1284,4619154,1122878059
2705,B+,Swiggy India,207,14280,192772568
2706,B+,nigahiga,343,21236600,3866472711
2707,B+,Bin Bin,153,NA,66208731
2708,B+,Arab Idol,1016,3593188,2199617230
2709,B+,Daz Games,981,2256639,467242974
2710,B+,Fran MG,1842,3721550,1448895028
2711,B+,10-Minutes Amazing Life,193,170335,63251474
2712,B+,SeseGel,1317,1708062,601556169
2713,B+,DD Rock,21,NA,37865241
2714,B+,Hero Kids,92,NA,121298233
2715,B+,MLP Happy Today,156,70979,21367745
2716,B+,Minecraft Parodileri,541,573245,178757030
2717,B+,CD CHOICE Drama,1174,1216196,340651914
2718,B+,Troom Troom FR,314,1424137,393517021
2719,B+,fazz160,603,607936,332957662
2720,B+,SevenAwesomeKids,2084,2591899,1320330267
2721,B+,Comedy No.1,831,713896,197029536
2722,B+,Malabar Gallery,111,66270,20768104
2723,B+,Forty Movie,370,145418,77757397
2724,B+,FrancodeVitaVEVO,117,1122835,1311308610
2725,B+,Wow Kidz Action,769,1158939,359293183
2726,B+,festivaldevinachile,7436,1629930,1044777258
2727,B+,Playlist,214,330878,178619929
2728,B+,Boomerang Polska,606,152848,83019426
2729,B+,Pablo Oficial,178,995155,340884111
2730,B+,Niloya,373,1725336,1286091749
2731,B+,Kiralık Aşk,1369,1199160,1785335503
2732,B+,Gold Coast Music,766,364629,125163380
2733,B+,Reto 4 Elementos,1179,757946,245083066
2734,B+,The Master stroke,350,260096,17138261
2735,B+,DjMaRiiO,1941,4289062,1241250859
2736,B+,剧透大师,2254,NA,72043355
2737,B+,Lee Kwang Soo RUNNING MAN,332,11283,16169415
2738,B+,Games EduUu,755,4640761,1043800875
2739,B+,thevampirediaries,806,604544,185835823
2740,B+,Desimpedidos,1692,6530508,1266676391
2741,B+,We Are The Davises,841,2297233,863947524
2742,B+,SR Creation,399,NA,236899101
2743,B+,Fortnite Daily Moments,599,481056,133002844
2744,B+,VICE News,3328,3410335,854420068
2745,B+,MasterChef Thailand,484,985991,316827389
2746,B+,Ella Banana,307,561805,377697515
2747,B+,Flavia Calina,1356,5718337,1843893788
2748,B+,MisterSatanZ,32,120463,17357874
2749,B+,K-391,27,963209,148601406
2750,B+,PTC PUNJABI,6081,1482990,580659676
2751,B+,Imo Video Club,416,NA,15831479
2752,B+,LaSalle,2775,2747999,1251947588
2753,B+,ProstoTV,1769,1647344,1483377635
2754,B+,Rubic8,658,212304,172640324
2755,B+,StevenCrowder,756,2527487,522815132
2756,B+,CarToys Tv,95,NA,24670331
2757,B+,PinkPanthersShow,124,831504,419601393
2758,B+,SMG4,434,2421473,970734163
2759,B+,СПС,809,2067452,807229875
2760,B+,Moriah Elizabeth,157,1042945,133913976
2761,B+,Berry Sorn,231,95109,20622828
2762,B+,Alee mtz ceja,104,422665,377845171
2763,B+,CAguileraVEVO,72,2619115,2100747662
2764,B+,Mundo da Vivi,248,3788713,532028404
2765,B+,CHOLCHET REMIX3,739,NA,143002603
2766,B+,Polsat,915,228405,199967762
2767,B+,Kreyk,727,1533323,553785613
2768,B+,RiChannel,887,696649,648403407
2769,B+,Telenovelas,9383,334603,383964260
2770,B+,EugenBro,681,2194042,612457297
2771,B+,TAM STORY,2077,1609446,887853271
2772,B+,A Praça É Nossa,1524,1375864,521645637
2773,B+,태경 TV,1607,1268676,1293103265
2774,B+,Sony YAY!,176,138910,43330939
2775,B+,VTC Now,2600,181981,20694946
2776,B+,Devotees Insanos Records,171,1551583,194057658
2777,B+,Cartoon Network LA,1139,3473378,750717334
2778,B+,리원세상RIWORLD,284,632278,230379119
2779,B+,KDI MNCTV,2717,312492,206106914
2780,B+,Film&Clips,5163,1245242,706348496
2781,B+,Les Anges - La chaîne officielle,1912,866322,651930612
2782,B+,All Def,3109,3711154,1195339448
2783,B+,GameSprout,2121,3198799,1157420399
2784,B+,UFC - Ultimate Fighting…,7198,4920648,1636013318
2785,B+,samira dahbil,299,NA,15369475
2786,B+,Gabriela Rocha,219,2285062,440865115
2787,B+,Talk Shows Central,46101,2043430,584108770
2788,B+,2MadamesTV,1112,1016893,728101565
2789,B+,Я Плакал,241,328892,175737200
2790,B+,Star Jalsha,9474,883658,556505516
2791,B+,BreakMan,188,2595565,381671209
2792,B+,Lentrius TV,532,1043237,492111885
2793,B+,Sanjivani Buti,541,NA,159143613
2794,B+,TheFuriousDestiny,373,66580,121070098
2795,B+,Genius Production,449,332705,83319584
2796,B+,Oyuncak Kraliyeti,344,1128207,758660731
2797,B+,Novelas Telefe,3071,414672,200203819
2798,B+,TopNotch,3283,1316176,1815444027
2799,B+,3bdO - عبدو,509,1163019,309475841
2800,B+,FCK THEM,480,1037533,469747260
2801,B+,RuLingGame,1713,1388315,488586925
2802,B+,RDC Rajasthani HD,3220,952919,238349185
2803,B+,Lil Dicky,54,3687752,875902643
2804,B+,Bethel Music,842,1491745,701053782
2805,B+,杰威爾音樂 JVR Music,515,1409465,1916809335
2806,B+,Kids Animals,61,NA,40520990
2807,B+,Got Talent España,749,1670533,552850162
2808,B+,華研國際,1191,1326246,1531692758
2809,B+,Black Bart,47,NA,30793296
2810,B+,Comedy Central UK,2356,980627,618123207
2811,B+,Tamil Phone Calls,263,NA,53383838
2812,B+,Sandaroo Kids [DisneyCarToys],3029,6096606,6841746256
2813,B+,Kowiy,373,2132700,328927067
2814,B+,rusplaying,156,1898137,630891285
2815,B+,Bazzi,19,1119727,195288594
2816,B+,Beauty Simple Treatment,59,NA,15269015
2817,B+,DosEquisMx,88,25588,114227522
2818,B+,豪記唱片 HCM Music,2603,373099,701132737
2819,B+,Dek Jew Chill Out,3026,2385669,1889800947
2820,B+,matichon tv,23695,1184800,735240189
2821,B+,ProviSound,1362,1149224,782214764
2822,B+,Gabriela Almeida,495,2128433,643588447
2823,B+,Supertone Digital,1746,1895826,410280891
2824,B+,New Love Status,412,NA,157194838
2825,B+,Mis Pastelitos,293,5725806,626439291
2826,B+,SamsuL OfficiaL,123,606999,79682716
2827,B+,Visitmex,407,34886,122297311
2828,B+,Coisa de Nerd,1792,8630366,2226884061
2829,B+,Ventaneando,12282,808851,706168952
2830,B+,RagnBoneManVEVO,53,1554603,784960469
2831,B+,Nickelodeon Italia,1115,584405,478881766
2832,B+,Akillheals,872,132745,283244686
2833,B+,NiceeTV - лучшие вайны,214,480972,130870127
2834,B+,windy31,2245,4020103,1243004812
2835,B+,Dj Ankush,292,NA,97671397
2836,B+,Leandro Borges,67,933509,160417082
2837,B+,SuperbLyrics,509,1084644,387816147
2838,B+,Action Tadka India,1021,1093363,499854957
2839,B+,Canal Rodrigo Mota TV,61,1346084,298668942
2840,B+,Top Pakistani Dramas,4723,1140055,448774605
2841,B+,Shawn Woods,425,902212,246157102
2842,B+,Oops Buron,807,1099894,260203013
2843,B+,BuBuPlus,1040,NA,243112209
2844,B+,Niharika Movies,25306,927801,589415282
2845,B+,Brijnaari Sumi,1785,2896319,501256772
2846,B+,Nickelodeon en Español,1586,993311,413737872
2847,B+,Miramax,1737,561393,373183309
2848,B+,Hottel Mazzafera,565,3157733,333822413
2849,B+,TellyMasala,9806,1688479,836314765
2850,B+,borkomcl,438,30803,25233958
2851,B+,奇宝萌兵 - ODDBODS,220,92158,25518263
2852,B+,jacksfilms,1048,4374183,1848488915
2853,B+,Kids Car Fun,10,NA,62672045
2854,B+,Happy Bachpan,453,1434560,483736844
2855,B+,Galatta Tamil |…,13398,631145,199048417
2856,B+,PortugaPC,1261,5221177,621282327
2857,B+,Random Encounters,679,1892270,552027053
2858,B+,Lartiste Officiel,30,3235010,1047216105
2859,B+,CMA Music,119,384230,181489130
2860,B+,taff,2063,959906,882755302
2861,B+,THAI TALE,222,875740,352399718
2862,B+,АЛЕКСАНДРА…,120,1322374,98198564
2863,B+,cosfit1,164,48824,15091670
2864,B+,SimoneSimariaVEVO,22,3898417,1443125038
2865,B+,TharProductionPak,11865,1660291,728973384
2866,B+,AwesomenessTV,6008,6577972,2296550787
2867,B+,Studio Sangeeta,1636,1110501,336010778
2868,B+,DED,596,2022493,398698323
2869,B+,BabyKVEVO,19,834244,573934391
2870,B+,EduardoCostaVEVO,94,1188186,720227221
2871,B+,SK tv,2831,1382501,445750626
2872,B+,Rashed AlMajid - راشد…,806,983067,690866722
2873,B+,Orange Egypt,665,941778,570895687
2874,B+,Combo Panda,231,457917,293364115
2875,B+,SoSorry,661,1807103,614319808
2876,B+,KHƯƠNG DỪA CHANNEL,338,384124,163219991
2877,B+,MariAndFriends,1122,1167302,671927572
2878,B+,حول العالم 2,1094,3022843,503327290
2879,B+,Red Bull,6507,7642861,1985654311
2880,B+,Голос країни,3186,1259348,1142337606
2881,B+,Giải Trí TV,537,162364,55689423
2882,B+,iPhim - Phim Bất Hủ,1062,174289,54920307
2883,B+,Guitarzsk,23,281498,79308208
2884,B+,Hiếu Organ,894,NA,51439606
2885,B+,Phong Zhou,1528,1066867,275687071
2886,B+,Tips Top 007,36,461854,89146029
2887,B+,CyndiLauperVEVO,40,985998,1092527767
2888,B+,celebrity Snaps,2155,NA,138888436
2889,B+,Bollywood Movies,30,128949,28112087
2890,B+,toksound,284,576143,658088531
2891,B+,Jesus Adrian Romero,78,2950056,1223393247
2892,B+,Shemaroo Bhakti,1798,1771351,453997269
2893,B+,Papa Jake,3456,5198225,1107406426
2894,B+,Dudu Moura,3139,3199030,868144210
2895,B+,Cuentos y Canciones Infantiles,197,1317913,467255971
2896,B+,Sara Roses,259,347167,237532680
2897,B+,Thanthi TV,69843,1071589,418132080
2898,B+,Petit Espiègle,468,523913,52949803
2899,B+,로미유 스토리[Romiyu Story],69,120125,27437812
2900,B+,Ciara,67,3220152,99124130
2901,B+,The Rybka Twins,143,3531429,381882756
2902,B+,MechanicZ,69,462853,81697942
2903,B+,العاب سيمبا…,474,691078,421290338
2904,B+,ToyKids,707,1559949,440314641
2905,B+,NDTV,69450,2488785,1185616288
2906,B+,Boomerang UK,1249,936861,700117837
2907,B+,Televízia JOJ,20417,286258,543396771
2908,B+,Video Clip Giải trí,201,153330,77042201
2909,B+,BrunoBarrettoVEVO,29,310120,161459246
2910,B+,Deddy Corbuzier,194,1882776,204538656
2911,B+,Suvarna News | ಸುವರ್ಣ…,47317,787818,432842174
2912,B+,Star Media,4786,1394020,953061574
2913,B+,Gcaothu CHANNEL,1517,956274,270795642
2914,B+,ToysReviewToys,1855,2081967,2316867913
2915,B+,The Action Lab,335,1547654,312149447
2916,B+,VTV24,10467,461572,218132097
2917,B+,Cartoon Network India,1424,398891,255973881
2918,B+,Starsky,407,388813,106195817
2919,B+,CaseyNeistat,961,10316468,2363070345
2920,B+,Wandi Brother,31,67777,7413067
2921,B+,Sofie Dossi,98,2574767,272369803
2922,B+,DawsenTv - Bengali Stories & Rhymes,744,934292,408303091
2923,B+,Xem gì hôm nay TV,462,1688194,334481262
2924,B+,ZaiLetsPlay,3403,1406402,427727822
2925,B+,قناة MFQ KVP HD,327,NA,227803255
2926,B+,FARRUKOVEVO,59,6058500,2871118128
2927,B+,Taz Network,727,1966781,1077740952
2928,B+,DesiFeed Video,48139,1711007,772424547
2929,B+,Sỹ Kẹo,699,522431,112741497
2930,B+,HYKO HanyiKobayashi,4,59912,14924517
2931,B+,Gameplay Pvz2,1651,330808,171631308
2932,B+,ブライアンチャンネル,192,1585237,399828545
2933,B+,XpertThief,1603,4549074,1094651891
2934,B+,MAJID HUSSAIN,49,212770,33330531
2935,B+,America's Got Talent,1799,8322407,2056689077
2936,B+,Мультики студии…,1059,2039358,2043682056
2937,B+,Janta Films Pvt.Ltd.,130,191477,92447650
2938,B+,PS.ENTERTIMENTS,1990,NA,156664279
2939,B+,TIN GIẢI TRÍ,2271,NA,157915149
2940,B+,Big Animation,306,899823,405697394
2941,B+,#Desenhos Kids BR,207,242635,84041146
2942,B+,Gran Hermano,835,43554,23519342
2943,B+,Primitive Living,147,594250,188357564
2944,B+,Movies and Travel,16,51071,26969579
2945,B+,Jefferson Moraes,32,709516,171280378
2946,B+,SportsHD,231,1447912,406464424
2947,B+,e-aktivite,452,165419,58977303
2948,B+,잠뜰 TV,1651,1532976,1067408901
